Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Category,City,State,Postal Code,Region
659,US-2017-156097,9/19/2017,9/19/2017,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Office Supplies,Aurora,Illinois,60505,Central
660,CA-2016-146563,8/24/2016,8/28/2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Office Supplies,Arlington,Texas,76017,Central
661,CA-2016-146563,8/24/2016,8/28/2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Office Supplies,Arlington,Texas,76017,Central
662,CA-2016-146563,8/24/2016,8/28/2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Furniture,Arlington,Texas,76017,Central
663,CA-2016-146563,8/24/2016,8/28/2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Office Supplies,Arlington,Texas,76017,Central
664,CA-2017-123666,3/26/2017,3/30/2017,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Office Supplies,New York City,New York,10011,East
665,CA-2017-143308,11/4/2017,11/4/2017,Same Day,RC-19825,Roy Collins,Consumer,United States,Office Supplies,Louisville,Kentucky,40214,South
666,CA-2018-132682,6/8/2018,6/10/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Office Supplies,Dallas,Texas,75081,Central
667,CA-2018-132682,6/8/2018,6/10/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Office Supplies,Dallas,Texas,75081,Central
668,CA-2018-132682,6/8/2018,6/10/2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Technology,Dallas,Texas,75081,Central
669,CA-2015-156314,12/24/2015,12/26/2015,First Class,RP-19390,Resi Pölking,Consumer,United States,Furniture,Cleveland,Ohio,44105,East
670,US-2018-106663,6/9/2018,6/13/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Furniture,Chicago,Illinois,60653,Central
671,US-2018-106663,6/9/2018,6/13/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Furniture,Chicago,Illinois,60653,Central
672,US-2018-106663,6/9/2018,6/13/2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Office Supplies,Chicago,Illinois,60653,Central
673,CA-2018-111178,6/15/2018,6/22/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Office Supplies,Quincy,Illinois,62301,Central
674,CA-2018-130351,12/5/2018,12/8/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Office Supplies,Columbus,Indiana,47201,Central
675,CA-2018-130351,12/5/2018,12/8/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Office Supplies,Columbus,Indiana,47201,Central
676,CA-2018-130351,12/5/2018,12/8/2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Technology,Columbus,Indiana,47201,Central
677,US-2018-119438,3/18/2018,3/23/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Office Supplies,Tyler,Texas,75701,Central
678,US-2018-119438,3/18/2018,3/23/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Technology,Tyler,Texas,75701,Central
679,US-2018-119438,3/18/2018,3/23/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Furniture,Tyler,Texas,75701,Central
680,US-2018-119438,3/18/2018,3/23/2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Office Supplies,Tyler,Texas,75701,Central
681,CA-2017-164511,11/19/2017,11/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,Office Supplies,New York City,New York,10024,East
682,CA-2017-164511,11/19/2017,11/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,Office Supplies,New York City,New York,10024,East
683,CA-2017-164511,11/19/2017,11/24/2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,Office Supplies,New York City,New York,10024,East
684,US-2018-168116,11/4/2018,11/4/2018,Same Day,GT-14635,Grant Thornton,Corporate,United States,Technology,Burlington,North Carolina,27217,South
685,US-2018-168116,11/4/2018,11/4/2018,Same Day,GT-14635,Grant Thornton,Corporate,United States,Office Supplies,Burlington,North Carolina,27217,South
686,CA-2015-157784,7/5/2015,7/8/2015,First Class,MC-17845,Michael Chen,Consumer,United States,Technology,Jackson,Mississippi,39212,South
687,CA-2015-157784,7/5/2015,7/8/2015,First Class,MC-17845,Michael Chen,Consumer,United States,Office Supplies,Jackson,Mississippi,39212,South
688,CA-2015-157784,7/5/2015,7/8/2015,First Class,MC-17845,Michael Chen,Consumer,United States,Office Supplies,Jackson,Mississippi,39212,South
689,CA-2018-161480,12/25/2018,12/29/2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Furniture,New York City,New York,10035,East
690,US-2015-117135,6/21/2015,6/23/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,Furniture,Waynesboro,Virginia,22980,South
691,US-2015-117135,6/21/2015,6/23/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,Technology,Waynesboro,Virginia,22980,South
692,US-2015-117135,6/21/2015,6/23/2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,Office Supplies,Waynesboro,Virginia,22980,South
693,CA-2016-131534,3/28/2016,4/2/2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Technology,Los Angeles,California,90036,West
694,CA-2016-131534,3/28/2016,4/2/2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Office Supplies,Los Angeles,California,90036,West
695,CA-2016-119291,5/14/2016,5/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Office Supplies,Chester,Pennsylvania,19013,East
696,CA-2016-119291,5/14/2016,5/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Office Supplies,Chester,Pennsylvania,19013,East
697,CA-2016-119291,5/14/2016,5/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Office Supplies,Chester,Pennsylvania,19013,East
698,CA-2016-119291,5/14/2016,5/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Office Supplies,Chester,Pennsylvania,19013,East
699,CA-2016-119291,5/14/2016,5/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Office Supplies,Chester,Pennsylvania,19013,East
700,CA-2016-119291,5/14/2016,5/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Office Supplies,Chester,Pennsylvania,19013,East
701,CA-2016-119291,5/14/2016,5/17/2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Office Supplies,Chester,Pennsylvania,19013,East
702,CA-2018-114552,9/2/2018,9/8/2018,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Furniture,Cleveland,Ohio,44105,East
703,CA-2017-163755,11/4/2017,11/8/2017,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Furniture,Seattle,Washington,98103,West
704,CA-2016-142027,4/9/2016,4/14/2016,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Furniture,Long Beach,California,90805,West
705,CA-2015-138527,9/12/2015,9/17/2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Office Supplies,Cary,North Carolina,27511,South
706,CA-2015-138527,9/12/2015,9/17/2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Office Supplies,Cary,North Carolina,27511,South
707,CA-2015-138527,9/12/2015,9/17/2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Technology,Cary,North Carolina,27511,South
708,CA-2015-112158,12/2/2015,12/4/2015,First Class,DP-13165,David Philippe,Consumer,United States,Technology,New York City,New York,10035,East
709,CA-2015-112158,12/2/2015,12/4/2015,First Class,DP-13165,David Philippe,Consumer,United States,Furniture,New York City,New York,10035,East
710,CA-2015-112158,12/2/2015,12/4/2015,First Class,DP-13165,David Philippe,Consumer,United States,Office Supplies,New York City,New York,10035,East
711,CA-2015-113887,4/5/2015,4/7/2015,First Class,TH-21550,Tracy Hopkins,Home Office,United States,Office Supplies,New York City,New York,10035,East
712,CA-2018-146136,9/3/2018,9/7/2018,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Office Supplies,Palm Coast,Florida,32137,South
713,US-2018-100048,5/19/2018,5/24/2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Office Supplies,Mount Vernon,New York,10550,East
714,US-2018-100048,5/19/2018,5/24/2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Technology,Mount Vernon,New York,10550,East
715,US-2018-100048,5/19/2018,5/24/2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Technology,Mount Vernon,New York,10550,East
716,CA-2015-153150,7/1/2015,7/6/2015,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Office Supplies,Seattle,Washington,98105,West
717,CA-2015-130092,1/11/2015,1/14/2015,First Class,SV-20365,Seth Vernon,Consumer,United States,Furniture,Dover,Delaware,19901,East
718,CA-2018-108910,9/24/2018,9/29/2018,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Furniture,Newark,Ohio,43055,East
719,CA-2015-104472,6/2/2015,6/7/2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Office Supplies,Orem,Utah,84057,West
720,CA-2015-104472,6/2/2015,6/7/2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Furniture,Orem,Utah,84057,West
721,CA-2017-112942,2/13/2017,2/18/2017,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Office Supplies,Los Angeles,California,90045,West
722,CA-2017-142335,12/15/2017,12/19/2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Furniture,Detroit,Michigan,48205,Central
723,CA-2017-142335,12/15/2017,12/19/2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Office Supplies,Detroit,Michigan,48205,Central
724,CA-2015-117429,10/7/2015,10/13/2015,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Furniture,Philadelphia,Pennsylvania,19140,East
725,CA-2017-114713,7/7/2017,7/12/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Office Supplies,Hialeah,Florida,33012,South
726,CA-2018-144113,9/16/2018,9/20/2018,Standard Class,JF-15355,Jay Fein,Consumer,United States,Office Supplies,Austin,Texas,78745,Central
727,CA-2018-144113,9/16/2018,9/20/2018,Standard Class,JF-15355,Jay Fein,Consumer,United States,Technology,Austin,Texas,78745,Central
728,US-2017-150861,12/3/2017,12/6/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Office Supplies,Oceanside,New York,11572,East
729,US-2017-150861,12/3/2017,12/6/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Furniture,Oceanside,New York,11572,East
730,US-2017-150861,12/3/2017,12/6/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Office Supplies,Oceanside,New York,11572,East
731,US-2017-150861,12/3/2017,12/6/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Furniture,Oceanside,New York,11572,East
732,US-2017-150861,12/3/2017,12/6/2017,First Class,EG-13900,Emily Grady,Consumer,United States,Office Supplies,Oceanside,New York,11572,East
733,CA-2018-131954,1/21/2018,1/25/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Office Supplies,Seattle,Washington,98115,West
734,CA-2018-131954,1/21/2018,1/25/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Technology,Seattle,Washington,98115,West
735,CA-2018-131954,1/21/2018,1/25/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Office Supplies,Seattle,Washington,98115,West
736,CA-2018-131954,1/21/2018,1/25/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Office Supplies,Seattle,Washington,98115,West
737,CA-2018-131954,1/21/2018,1/25/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Furniture,Seattle,Washington,98115,West
738,CA-2018-131954,1/21/2018,1/25/2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Office Supplies,Seattle,Washington,98115,West
739,CA-2015-132500,9/8/2015,9/12/2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Technology,San Francisco,California,94110,West
740,CA-2015-112326,1/4/2015,1/8/2015,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Office Supplies,Naperville,Illinois,60540,Central
741,CA-2015-112326,1/4/2015,1/8/2015,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Office Supplies,Naperville,Illinois,60540,Central
742,CA-2015-112326,1/4/2015,1/8/2015,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Office Supplies,Naperville,Illinois,60540,Central
743,US-2017-146710,8/27/2017,9/1/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Office Supplies,Dallas,Texas,75220,Central
744,US-2017-146710,8/27/2017,9/1/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Office Supplies,Dallas,Texas,75220,Central
745,US-2017-146710,8/27/2017,9/1/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Office Supplies,Dallas,Texas,75220,Central
746,US-2017-146710,8/27/2017,9/1/2017,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Office Supplies,Dallas,Texas,75220,Central
747,CA-2015-124429,5/27/2015,5/27/2015,Same Day,MH-17785,Maya Herman,Corporate,United States,Furniture,San Diego,California,92105,West
748,CA-2015-124429,5/27/2015,5/27/2015,Same Day,MH-17785,Maya Herman,Corporate,United States,Office Supplies,San Diego,California,92105,West
749,CA-2017-150889,3/20/2017,3/22/2017,Second Class,PB-19105,Peter Bühler,Consumer,United States,Technology,Evanston,Illinois,60201,Central
750,CA-2018-126074,10/2/2018,10/6/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Office Supplies,Trenton,Michigan,48183,Central
751,CA-2018-126074,10/2/2018,10/6/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Furniture,Trenton,Michigan,48183,Central
752,CA-2018-126074,10/2/2018,10/6/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Office Supplies,Trenton,Michigan,48183,Central
753,CA-2018-126074,10/2/2018,10/6/2018,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Office Supplies,Trenton,Michigan,48183,Central
754,CA-2017-110499,4/7/2017,4/9/2017,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Technology,San Francisco,California,94110,West
755,CA-2016-135272,12/7/2016,12/12/2016,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Furniture,Los Angeles,California,90036,West
756,CA-2017-140928,9/18/2017,9/22/2017,Standard Class,NB-18655,Nona Balk,Corporate,United States,Furniture,Jacksonville,Florida,32216,South
757,CA-2015-106803,12/29/2015,1/2/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Office Supplies,Cottage Grove,Minnesota,55016,Central
758,CA-2015-106803,12/29/2015,1/2/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Technology,Cottage Grove,Minnesota,55016,Central
759,CA-2018-117240,7/23/2018,7/28/2018,Standard Class,CP-12340,Christine Phan,Corporate,United States,Office Supplies,New York City,New York,10009,East
760,CA-2018-133333,9/18/2018,9/22/2018,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Office Supplies,Green Bay,Wisconsin,54302,Central
761,CA-2016-112319,8/31/2016,9/5/2016,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Office Supplies,Los Angeles,California,90004,West
762,CA-2018-126046,11/3/2018,11/7/2018,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Office Supplies,Atlanta,Georgia,30318,South
763,CA-2016-114923,2/8/2016,2/13/2016,Standard Class,LH-17020,Lisa Hazard,Consumer,United States,Technology,Columbus,Ohio,43229,East
764,CA-2015-162775,1/13/2015,1/15/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Office Supplies,Bossier City,Louisiana,71111,South
765,CA-2015-162775,1/13/2015,1/15/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Office Supplies,Bossier City,Louisiana,71111,South
766,CA-2015-162775,1/13/2015,1/15/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Technology,Bossier City,Louisiana,71111,South
767,CA-2015-162775,1/13/2015,1/15/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Office Supplies,Bossier City,Louisiana,71111,South
768,CA-2015-162775,1/13/2015,1/15/2015,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Office Supplies,Bossier City,Louisiana,71111,South
769,CA-2015-106810,5/14/2015,5/20/2015,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Furniture,Saint Petersburg,Florida,33710,South
770,CA-2017-157245,5/19/2017,5/24/2017,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Furniture,Arlington,Virginia,22204,South
771,CA-2018-104220,1/30/2018,2/5/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Office Supplies,Des Moines,Iowa,50315,Central
772,CA-2018-104220,1/30/2018,2/5/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Technology,Des Moines,Iowa,50315,Central
773,CA-2018-104220,1/30/2018,2/5/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Office Supplies,Des Moines,Iowa,50315,Central
774,CA-2018-104220,1/30/2018,2/5/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Office Supplies,Des Moines,Iowa,50315,Central
775,CA-2018-104220,1/30/2018,2/5/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Office Supplies,Des Moines,Iowa,50315,Central
776,CA-2018-104220,1/30/2018,2/5/2018,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Furniture,Des Moines,Iowa,50315,Central
777,CA-2015-165974,6/29/2015,7/6/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Office Supplies,Cincinnati,Ohio,45231,East
778,CA-2016-144267,8/21/2016,8/23/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Furniture,San Francisco,California,94110,West
779,CA-2016-144267,8/21/2016,8/23/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Office Supplies,San Francisco,California,94110,West
780,CA-2016-144267,8/21/2016,8/23/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Office Supplies,San Francisco,California,94110,West
781,CA-2016-144267,8/21/2016,8/23/2016,First Class,NZ-18565,Nick Zandusky,Home Office,United States,Office Supplies,San Francisco,California,94110,West
782,US-2016-157014,10/3/2016,10/6/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Office Supplies,Columbus,Ohio,43229,East
783,US-2016-157014,10/3/2016,10/6/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Technology,Columbus,Ohio,43229,East
784,US-2016-157014,10/3/2016,10/6/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Furniture,Columbus,Ohio,43229,East
785,US-2016-157014,10/3/2016,10/6/2016,Second Class,BM-11785,Bryan Mills,Consumer,United States,Technology,Columbus,Ohio,43229,East
786,CA-2016-154921,5/23/2016,5/28/2016,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Office Supplies,Columbia,South Carolina,29203,South
787,CA-2018-129567,3/17/2018,3/21/2018,Second Class,CL-12565,Clay Ludtke,Consumer,United States,Office Supplies,Lancaster,California,93534,West
788,CA-2016-154620,12/12/2016,12/16/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Furniture,Lancaster,California,93534,West
789,CA-2016-115938,6/26/2016,6/30/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Office Supplies,Richmond,Virginia,23223,South
790,CA-2016-115938,6/26/2016,6/30/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Office Supplies,Richmond,Virginia,23223,South
791,CA-2016-115938,6/26/2016,6/30/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Office Supplies,Richmond,Virginia,23223,South
792,CA-2016-115938,6/26/2016,6/30/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Furniture,Richmond,Virginia,23223,South
793,CA-2017-105256,5/20/2017,5/20/2017,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Technology,Asheville,North Carolina,28806,South
794,CA-2015-156433,9/20/2015,9/26/2015,Standard Class,ES-14020,Erica Smith,Consumer,United States,Office Supplies,San Francisco,California,94110,West
795,CA-2015-156433,9/20/2015,9/26/2015,Standard Class,ES-14020,Erica Smith,Consumer,United States,Office Supplies,San Francisco,California,94110,West
796,CA-2018-151428,9/21/2018,9/26/2018,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Office Supplies,Rochester,Minnesota,55901,Central
797,CA-2016-124653,12/24/2016,12/26/2016,First Class,DB-13120,David Bremer,Corporate,United States,Office Supplies,Rochester,New York,14609,East
798,CA-2016-124653,12/24/2016,12/26/2016,First Class,DB-13120,David Bremer,Corporate,United States,Office Supplies,Rochester,New York,14609,East
799,CA-2016-124653,12/24/2016,12/26/2016,First Class,DB-13120,David Bremer,Corporate,United States,Office Supplies,Rochester,New York,14609,East
800,CA-2016-101910,11/27/2016,12/3/2016,Standard Class,CD-11920,Carlos Daly,Consumer,United States,Furniture,Lake Elsinore,California,92530,West
801,CA-2018-105809,2/20/2018,2/23/2018,First Class,HW-14935,Helen Wasserman,Corporate,United States,Furniture,San Diego,California,92105,West
802,CA-2018-105809,2/20/2018,2/23/2018,First Class,HW-14935,Helen Wasserman,Corporate,United States,Technology,San Diego,California,92105,West
803,CA-2017-136133,8/18/2017,8/23/2017,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Office Supplies,New York City,New York,10024,East
804,CA-2017-115504,3/12/2017,3/17/2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Office Supplies,Monroe,Louisiana,71203,South
805,CA-2018-135783,4/22/2018,4/24/2018,First Class,GM-14440,Gary McGarr,Consumer,United States,Furniture,San Francisco,California,94122,West
806,CA-2015-134313,11/1/2015,11/7/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Office Supplies,Denver,Colorado,80219,West
807,CA-2015-134313,11/1/2015,11/7/2015,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Technology,Denver,Colorado,80219,West
808,CA-2016-140921,2/3/2016,2/5/2016,First Class,AA-10375,Allen Armold,Consumer,United States,Furniture,Omaha,Nebraska,68104,Central
809,CA-2016-140921,2/3/2016,2/5/2016,First Class,AA-10375,Allen Armold,Consumer,United States,Technology,Omaha,Nebraska,68104,Central
810,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Office Supplies,Edmonds,Washington,98026,West
811,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Furniture,Edmonds,Washington,98026,West
812,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Office Supplies,Edmonds,Washington,98026,West
813,CA-2015-151995,10/13/2015,10/15/2015,First Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Technology,Edmonds,Washington,98026,West
814,CA-2018-143686,5/14/2018,5/14/2018,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Furniture,Santa Ana,California,92704,West
815,CA-2018-143686,5/14/2018,5/14/2018,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Technology,Santa Ana,California,92704,West
816,CA-2016-106565,3/20/2016,3/23/2016,First Class,BW-11110,Bart Watters,Corporate,United States,Office Supplies,Milwaukee,Wisconsin,53209,Central
817,CA-2017-149370,9/15/2017,9/19/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
818,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
819,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
820,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Furniture,Philadelphia,Pennsylvania,19140,East
821,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
822,CA-2015-140858,6/28/2015,7/2/2015,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
823,CA-2018-101434,6/20/2018,6/27/2018,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Technology,Belleville,New Jersey,7109,East
824,CA-2018-101434,6/20/2018,6/27/2018,Standard Class,TR-21325,Toby Ritter,Consumer,United States,Office Supplies,Belleville,New Jersey,7109,East
825,US-2015-102071,5/9/2015,5/15/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Technology,San Francisco,California,94110,West
826,US-2015-102071,5/9/2015,5/15/2015,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Technology,San Francisco,California,94110,West
827,CA-2018-126956,8/21/2018,8/28/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Office Supplies,Lakeville,Minnesota,55044,Central
828,CA-2018-126956,8/21/2018,8/28/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Office Supplies,Lakeville,Minnesota,55044,Central
829,CA-2018-126956,8/21/2018,8/28/2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Office Supplies,Lakeville,Minnesota,55044,Central
830,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Furniture,Florence,Kentucky,41042,South
831,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Office Supplies,Florence,Kentucky,41042,South
832,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Technology,Florence,Kentucky,41042,South
833,CA-2018-129462,6/16/2018,6/21/2018,Second Class,JE-15745,Joel Eaton,Consumer,United States,Technology,Florence,Kentucky,41042,South
834,CA-2017-165316,7/23/2017,7/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Office Supplies,Tampa,Florida,33614,South
835,CA-2017-165316,7/23/2017,7/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Office Supplies,Tampa,Florida,33614,South
836,CA-2017-165316,7/23/2017,7/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Technology,Tampa,Florida,33614,South
837,US-2015-115987,9/8/2015,9/13/2015,Second Class,LH-17020,Lisa Hazard,Consumer,United States,Office Supplies,Tyler,Texas,75701,Central
838,US-2018-156083,11/4/2018,11/11/2018,Standard Class,JL-15175,James Lanier,Home Office,United States,Office Supplies,Columbia,Tennessee,38401,South
839,US-2017-137547,3/7/2017,3/12/2017,Standard Class,EB-13705,Ed Braxton,Corporate,United States,Technology,Fort Worth,Texas,76106,Central
840,CA-2016-100454,11/20/2016,11/25/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,Office Supplies,New York City,New York,10035,East
841,CA-2016-100454,11/20/2016,11/25/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,Office Supplies,New York City,New York,10035,East
842,CA-2016-100454,11/20/2016,11/25/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,Furniture,New York City,New York,10035,East
843,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Office Supplies,Los Angeles,California,90036,West
844,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Office Supplies,Los Angeles,California,90036,West
845,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Office Supplies,Los Angeles,California,90036,West
846,CA-2017-161669,11/7/2017,11/9/2017,First Class,EM-14095,Eudokia Martin,Corporate,United States,Office Supplies,Los Angeles,California,90036,West
